Ship-to party,Shipment Route,Region Code,광역도시,시군구,담당 RDC 코드,담당 RDC 명
KH09638,KRDA60,ERA,충청북도,제천시,11R9,제천RDC
KH09639,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
KH09640,KRD202,OHD,대구광역시,달성군,11RD,칠곡RDC
KH09642,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KH09644,KRDFB0,MDA,경상남도,창녕군,11RD,칠곡RDC
KH09645,KRDFC1,MAA,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH09649,KRD00O,AHA,서울특별시,중랑구,11R2,평택RDC
KH09652,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KH09654,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KH09655,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KH09684,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KH09686,KRD840,GSA,경기도,광주시,11R2,평택RDC
KH09687,KRDF10,MTA,경상남도,거창군,11RD,칠곡RDC
KH09701,KRDD50,ILA,전라남도,나주시,11RC,계룡RDC
KH09703,KRDBD0,EFA,충청남도,태안군,11R2,평택RDC
KH09726,KRD8B0,GRA,경기도,성남시 분당구,11R2,평택RDC
KH09730,KRD980,CIA,강원도,원주시,11R9,제천RDC
KH09749,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KH09752,KRD101,LHA,부산광역시,금정구,11RD,칠곡RDC
KH09755,KRDBA0,DRA,충청남도,예산군,11R2,평택RDC
KH09777,KRD811,FJA,경기도,고양시 일산동구,11R2,평택RDC
KH09782,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH09785,KRD811,FJA,경기도,고양시 일산동구,11R2,평택RDC
KH09786,KRDEA0,PDA,경상북도,안동시,11RD,칠곡RDC
KH09792,KRDD70,IQA,전라남도,목포시,11RC,계룡RDC
KH09795,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KH09802,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH09809,KRD307,FGA,인천광역시,연수구,11R2,평택RDC
KH09810,KRD203,OBA,대구광역시,동구,11RD,칠곡RDC
KH09815,KRD006,AVA,서울특별시,구로구,11R2,평택RDC
KH09832,KRDD60,IIA,전라남도,담양군,11RC,계룡RDC
KH09834,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
KH09841,KRD9G0,CBA,강원도,화천군,11R9,제천RDC
KH09855,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KH09861,KRD920,CPA,강원도,동해시,11R9,제천RDC
KH09869,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH09872,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
KH09878,KRDG10,NFA,제주특별자치도,제주시,11RB,제주RDC
KH09882,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
KH09883,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KH09906,KRDBD0,EFA,충청남도,태안군,11R2,평택RDC
KH09909,KRD8B1,GRA,경기도,성남시 수정구,11R2,평택RDC
KH09910,KRD8P0,GUA,경기도,이천시,11R9,제천RDC
KH09911,KRD940,CFA,강원도,속초시,11R9,제천RDC
KH09913,KRD870,FNA,경기도,김포시,11R2,평택RDC
KH09916,KRDE20,OLA,경상북도,고령군,11RD,칠곡RDC
KH09917,KRD309,FNA,인천광역시,중구,11R2,평택RDC
KH09919,KRD003,BAA,서울특별시,강서구,11R2,평택RDC
KH09924,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KH09946,KRD00N,AAA,서울특별시,중구,11R2,평택RDC
KH09955,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH09958,KRD8B1,GRA,경기도,성남시 수정구,11R2,평택RDC
KH09962,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
KH09966,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KH09968,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KH09971,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KH09973,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
KH09975,KRD812,FJA,경기도,고양시 일산서구,11R2,평택RDC
KH09977,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KH09978,KRDF30,LQG,경상남도,김해시,11RD,칠곡RDC
KH09981,KRD10F,LJA,부산광역시,해운대구,11RD,칠곡RDC
KH09982,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KH09989,KRDFC1,MHA,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH09994,KRDB20,DFE,충청남도,금산군,11RC,계룡RDC
KH09995,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KH09997,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KH10002,KRD000,AOA,서울특별시,강남구,11R2,평택RDC
KH10004,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10005,KRD850,HAA,경기도,구리시,11R2,평택RDC
KH10010,KRD109,LDB,부산광역시,사하구,11RD,칠곡RDC
KH10014,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KH10017,KRD603,PHA,울산광역시,울주군,11RD,칠곡RDC
KH10019,KRDDK0,ITA,전라남도,해남군,11RC,계룡RDC
KH10022,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KH10023,KRD00F,AJA,서울특별시,성동구,11R2,평택RDC
KH10024,KRDC20,JVA,전라북도,김제시,11RC,계룡RDC
KH10028,KRD301,FHA,인천광역시,계양구,11R2,평택RDC
KH10036,KRD00H,AOA,서울특별시,송파구,11R2,평택RDC
KH10040,KRDC80,JRA,전라북도,익산시,11RC,계룡RDC
KH10042,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
KH10046,KRD00F,AJA,서울특별시,성동구,11R2,평택RDC
KH10047,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH10048,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
KH10049,KRDDL0,IKA,전라남도,화순군,11RC,계룡RDC
KH10051,KRD8E1,FTA,경기도,안산시 상록구,11R2,평택RDC
KH10054,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KH10058,KRD880,HBA,경기도,남양주시,11R2,평택RDC
KH10060,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KH10068,KRD880,HBA,경기도,남양주시,11R2,평택RDC
KH10070,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
KH10071,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KH10072,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KH10073,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
KH10079,KRD9E0,CMA,강원도,평창군,11R9,제천RDC
KH10080,KRD860,GDA,경기도,군포시,11R2,평택RDC
KH10085,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KH10089,KRD8C0,GGA,경기도,수원시 권선구,11R2,평택RDC
KH10090,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
KH10095,KRD101,LHA,부산광역시,금정구,11RD,칠곡RDC
KH10096,KRD600,NAA,울산광역시,남구,11RD,칠곡RDC
KH10102,KRD8P0,GUA,경기도,이천시,11R9,제천RDC
KH10103,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
KH10104,KRD104,LBA,부산광역시,동구,11RD,칠곡RDC
KH10107,KRD8I0,HDA,경기도,양평군,11R2,평택RDC
KH10108,KRDFC2,MHA,경상남도,창원시 성산구,11RD,칠곡RDC
KH10117,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
KH10119,KRD870,FNA,경기도,김포시,11R2,평택RDC
KH10125,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10126,KRD202,OHA,대구광역시,달성군,11RD,칠곡RDC
KH10128,KRDG10,C73,제주특별자치도,제주시,11RB,제주RDC
KH10130,KRD206,OGA,대구광역시,수성구,11RD,칠곡RDC
KH10131,KRD8C1,GFA,경기도,수원시 영통구,11R2,평택RDC
KH10132,KRDA91,EHA,충청북도,청주시 서원구,11RC,계룡RDC
KH10139,KRD101,LHA,부산광역시,금정구,11RD,칠곡RDC
KH10140,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
KH10142,KRD811,FJA,경기도,고양시 일산동구,11R2,평택RDC
KH10223,KRD006,AVA,서울특별시,구로구,11R2,평택RDC
KH10239,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KH10241,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
KH10243,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KH10244,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KH10245,KRDFC3,MAA,경상남도,창원시 의창구,11RD,칠곡RDC
KH10246,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KH10247,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KH10249,KRD202,OHA,대구광역시,달성군,11RD,칠곡RDC
KH10250,KRD203,OBA,대구광역시,동구,11RD,칠곡RDC
KH10251,KRD205,ODA,대구광역시,서구,11RD,칠곡RDC
KH10252,KRD205,ODA,대구광역시,서구,11RD,칠곡RDC
KH10256,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
KH10258,KRD003,BAA,서울특별시,강서구,11R2,평택RDC
KH10259,KRD003,BAA,서울특별시,강서구,11R2,평택RDC
KH10260,KRD005,ASA,서울특별시,광진구,11R2,평택RDC
KH10261,KRD006,AVA,서울특별시,구로구,11R2,평택RDC
KH10262,KRD600,NAA,울산광역시,남구,11RD,칠곡RDC
KH10269,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH10273,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KH10310,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KH10312,KRD8O0,HFA,경기도,의정부시,11R2,평택RDC
KH10316,KRD604,NBA,울산광역시,중구,11RD,칠곡RDC
KH10322,KRD9H0,CKA,강원도,횡성군,11R9,제천RDC
KH10335,KRD811,FJA,경기도,고양시 일산동구,11R2,평택RDC
KH10336,KRD8B2,GRA,경기도,성남시 중원구,11R2,평택RDC
KH10354,KRD601,PHA,울산광역시,동구,11RD,칠곡RDC
KH10358,KRD812,FJA,경기도,고양시 일산서구,11R2,평택RDC
KH10359,KRD00J,ATA,서울특별시,영등포구,11R2,평택RDC
KH10360,KRD812,FJA,경기도,고양시 일산서구,11R2,평택RDC
KH10361,KRD007,AWA,서울특별시,금천구,11R2,평택RDC
KH10362,KRD980,CIA,강원도,원주시,11R9,제천RDC
KH10363,KRD500,C61,대전광역시,대덕구,11RC,계룡RDC
KH10370,KRD9C0,CAA,강원도,춘천시,11R9,제천RDC
KH10371,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
KH10378,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KH10382,KRDC10,JTA,전라북도,군산시,11RC,계룡RDC
KH10383,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KH10389,KRD106,LLA,부산광역시,부산진구,11RD,칠곡RDC
KH10395,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
KH10396,KRD840,GSA,경기도,광주시,11R2,평택RDC
KH10397,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KH10401,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
KH10402,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KH10403,KRD101,LHA,부산광역시,금정구,11RD,칠곡RDC
KH10404,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
KH10407,KRDF80,LSC,경상남도,양산시,11RD,칠곡RDC
KH10417,KRD8Q0,FLA,경기도,파주시,11R2,평택RDC
KH10418,KRD900,CCA,강원도,강릉시,11R9,제천RDC
KH10421,KRD870,FNA,경기도,김포시,11R2,평택RDC
KH10427,KRD870,FNA,경기도,김포시,11R2,평택RDC
KH10430,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
KH10434,KRDA80,EJA,충청북도,진천군,11R2,평택RDC
KH10435,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KH10439,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH10441,KRDA80,EJA,충청북도,진천군,11RC,계룡RDC
KH10454,KRDA10,ETA,충청북도,단양군,11R9,제천RDC
KH10456,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KH10460,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KH10461,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH10464,KRD404,ICA,광주광역시,서구,11RC,계룡RDC
KH10465,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KH10466,KRD8B1,GRA,경기도,성남시 수정구,11R2,평택RDC
KH10473,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
KH10474,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH10476,KRD00J,ATA,서울특별시,영등포구,11R2,평택RDC
KH10479,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KH10505,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KH10507,KRD840,GSA,경기도,광주시,11R2,평택RDC
KH10510,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH10511,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KH10518,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
KH10521,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KH10522,KRD00G,AHA,서울특별시,중랑구,11R2,평택RDC
KH10524,KRD100,LKA,부산광역시,강서구,11RD,칠곡RDC
KH10525,KRD880,HBA,경기도,남양주시,11R2,평택RDC
KH10531,KRD404,ICA,광주광역시,서구,11RC,계룡RDC
KH10533,KRDFC4,MIA,경상남도,창원시 진해구,11RD,칠곡RDC
KH10535,KRD109,LDA,부산광역시,사하구,11RD,칠곡RDC
KH10560,KRD990,CTA,강원도,인제군,11R9,제천RDC
KH10561,KRDA91,EIA,충청북도,청주시 서원구,11RC,계룡RDC
KH10563,KRDEM1,POA,경상북도,포항시 북구,11RD,칠곡RDC
KH10564,KRDA93,EIA,충청북도,청주시 흥덕구,11RC,계룡RDC
KH10565,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KH10569,KRD8P0,GUA,경기도,이천시,11R9,제천RDC
KH10572,KRDG10,NFD,제주특별자치도,제주시,11RB,제주RDC
KH10574,KRD900,CCA,강원도,강릉시,11R9,제천RDC
KH10576,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KH10577,KRDF70,MQA,경상남도,산청군,11RD,칠곡RDC
KH10578,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KH10580,KRD8F0,GNA,경기도,안성시,11R2,평택RDC
KH10591,KRDCB1,JMA,전라북도,전주시 완산구,11RC,계룡RDC
KH10613,KRDEC0,PGA,경상북도,영양군,11RD,칠곡RDC
KH10617,KRD601,NCA,울산광역시,동구,11RD,칠곡RDC
KH10620,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KH10622,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KH10623,KRD601,NCA,울산광역시,동구,11RD,칠곡RDC
KH10627,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KH10630,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KH10676,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
KH10677,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KH10678,KRD970,CLA,강원도,영월군,11R9,제천RDC
KH10679,KRD8B1,GRA,경기도,성남시 수정구,11R2,평택RDC
KH10680,KRD840,GSA,경기도,광주시,11R2,평택RDC
KH10681,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH10682,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH10683,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
KH10684,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
KH10685,KRDF60,MPA,경상남도,사천시,11RD,칠곡RDC
KH10686,KRDFG0,MUA,경상남도,함양군,11RD,칠곡RDC
KH10687,KRDFH0,MVA,경상남도,합천군,11RD,칠곡RDC
KH10692,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH10693,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KH10696,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KH10697,KRDFC1,MAA,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH10702,KRDE70,PBA,경상북도,봉화군,11R9,제천RDC
KH10704,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH10706,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10708,KRDF20,MGA,경상남도,고성군,11RD,칠곡RDC
KH10710,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
KH10742,KRD306,FEA,인천광역시,서구,11R2,평택RDC
KH10744,KRDF50,LTA,경상남도,밀양시,11RD,칠곡RDC
KH10745,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
KH10747,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
KH10750,KRD870,FNA,경기도,김포시,11R2,평택RDC
KH10751,KRD306,FEA,인천광역시,서구,11R2,평택RDC
KH10752,KRD10B,LKA,부산광역시,수영구,11RD,칠곡RDC
KH10753,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KH10756,KRD303,FBA,인천광역시,동구,11R2,평택RDC
KH10763,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KH10764,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KH10765,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KH10767,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KH10768,KRD870,FNA,경기도,김포시,11R2,평택RDC
KH10791,KRDEA0,PCA,경상북도,안동시,11RD,칠곡RDC
KH10792,KRD8C1,GFA,경기도,수원시 영통구,11R2,평택RDC
KH10797,KKR065,ODA,대구광역시,북구,11RD,칠곡RDC
KH10798,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
KH10800,KRD103,LGA,부산광역시,남구,11RD,칠곡RDC
KH10801,KRD980,CIA,강원도,원주시,11R9,제천RDC
KH10802,KRDG10,C73,제주특별자치도,제주시,11RB,제주RDC
KH10805,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KH10808,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KH10809,KRD8G0,GBA,경기도,안양시 동안구,11R2,평택RDC
KH10810,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KH10811,KRDC60,KFA,전라북도,순창군,11RC,계룡RDC
KH10813,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10814,KRD8P0,GUA,경기도,이천시,11R9,제천RDC
KH10830,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
KH10832,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
KH10834,KRD990,CTA,강원도,인제군,11R9,제천RDC
KH10836,KRDA10,ETA,충청북도,단양군,11R9,제천RDC
KH10837,KRD202,OHA,대구광역시,달성군,11RD,칠곡RDC
KH10838,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10839,KRD100,LKA,부산광역시,강서구,11RD,칠곡RDC
KH10842,KRD006,AVA,서울특별시,구로구,11R2,평택RDC
KH10844,KRD307,FGA,인천광역시,연수구,11R2,평택RDC
KH10862,KRDA91,EIA,충청북도,청주시 서원구,11RC,계룡RDC
KH10867,KRD309,FAA,인천광역시,중구,11R2,평택RDC
KH10868,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KH10869,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
KH10875,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KH10881,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
KH10902,KRD8G0,GBA,경기도,안양시 동안구,11R2,평택RDC
KH10905,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KH10909,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
KH10914,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
KH10917,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KH10918,KRD8M0,GIA,경기도,용인시 기흥구,11R2,평택RDC
KH10922,KRDEC0,PGA,경상북도,영양군,11RD,칠곡RDC
KH10945,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH10947,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KH10948,KRDEI0,PIK,경상북도,의성군,11RD,칠곡RDC
KH10954,KRD870,FNA,경기도,김포시,11R2,평택RDC
KH10956,KRDBE0,EAA,충청남도,홍성군,11R2,평택RDC
KH10957,KRDG00,NFE,제주특별자치도,서귀포시,11RB,제주RDC
KH10958,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KH10959,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH10960,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KH10961,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10962,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KH10966,KRDC80,JRA,전라북도,익산시,11RC,계룡RDC
KH10968,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KH10969,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH10971,KRD800,HEA,경기도,가평군,11R2,평택RDC
KH10972,KRD8B1,GRA,경기도,성남시 수정구,11R2,평택RDC
KH10973,KRDDA0,JAA,전라남도,순천시,11RC,계룡RDC
KH10975,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10976,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10977,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10978,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH10979,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KH10980,KRD8F0,GNA,경기도,안성시,11R2,평택RDC
KH10981,KRD404,ICA,광주광역시,서구,11RC,계룡RDC
KH10982,KRDE90,ONA,경상북도,성주군,11RD,칠곡RDC
KH10983,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KH10999,KRD202,OHA,대구광역시,달성군,11RD,칠곡RDC
KH11001,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KH11003,KRD980,CIA,강원도,원주시,11R9,제천RDC
KH11004,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KH11006,KRDED0,PAA,경상북도,영주시,11R9,제천RDC
KH11007,KRD102,LPA,부산광역시,기장군,11RD,칠곡RDC
KH11008,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KH11010,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KH11011,KRD106,LLA,부산광역시,부산진구,11RD,칠곡RDC
KH11012,KRDC70,JNA,전라북도,완주군,11RC,계룡RDC
KH11014,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KH11016,KRD8B2,GRA,경기도,성남시 중원구,11R2,평택RDC
KH11017,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KH11018,KRDBE0,EAA,충청남도,홍성군,11R2,평택RDC
KH11019,KRD102,LPA,부산광역시,기장군,11RD,칠곡RDC
KH11020,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KH11021,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
KH11022,KRDC20,JVA,전라북도,김제시,11RC,계룡RDC
KH11023,KRD8A0,FPA,경기도,부천시 오정구,11R2,평택RDC
KH11024,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH11025,KRDFC4,MIA,경상남도,창원시 진해구,11RD,칠곡RDC
KH11026,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
KH11027,KRD102,LPA,부산광역시,기장군,11RD,칠곡RDC
KH11028,KRDG10,NFD,제주특별자치도,제주시,11RB,제주RDC
KH11029,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KH11032,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KH11036,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KH11039,KRDF50,LTA,경상남도,밀양시,11RD,칠곡RDC
KH11041,KRD00J,ATA,서울특별시,영등포구,11R2,평택RDC
KH11042,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH11047,KRD8M2,GIA,경기도,용인시 처인구,11R2,평택RDC
KH11051,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
KH11053,KRD102,LPA,부산광역시,기장군,11RD,칠곡RDC
KH11054,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KH11055,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KH11056,KRDFC4,MIA,경상남도,창원시 진해구,11RD,칠곡RDC
KH11057,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KH11058,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KH11059,KRD400,DEA,광주광역시,광산구,11RC,계룡RDC
KH11061,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KH11062,KRD8C3,GFA,경기도,수원시 팔달구,11R2,평택RDC
KH11065,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH11066,KRD8M2,GIA,경기도,용인시 처인구,11R2,평택RDC
KH11067,KRD8P0,GUA,경기도,이천시,11R9,제천RDC
KH11068,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
KH11069,KRD205,ODA,대구광역시,서구,11RD,칠곡RDC
KH11071,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KH11072,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KH11073,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
KH11081,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KH11082,KRD8G0,GBA,경기도,안양시 동안구,11R2,평택RDC
KH11083,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
KH11084,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KH11086,KRD401,IDA,광주광역시,남구,11RC,계룡RDC
KH11087,KRD8M2,GIA,경기도,용인시 처인구,11R2,평택RDC
KH11088,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KH11091,KRD203,AOM,대구광역시,동구,11RD,칠곡RDC
KH11093,KRD830,FSA,경기도,광명시,11R2,평택RDC
KH11094,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KH11095,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KH11096,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KH11097,KRD980,CIA,강원도,원주시,11R9,제천RDC
KH11098,KRD900,CCA,강원도,강릉시,11R9,제천RDC
KH11099,KRD00J,ATA,서울특별시,영등포구,11R2,평택RDC
KH11100,KRD301,FHA,인천광역시,계양구,11R2,평택RDC
KH11102,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
KH11103,KRDA91,EHA,대전광역시,대덕구,11RC,계룡RDC
KH11105,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KH11106,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KH11107,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KH11108,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
KH11110,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KH11112,KRD602,NDA,울산광역시,북구,11RD,칠곡RDC
KH11113,KRDF80,LQA,경상남도,김해시,11RD,칠곡RDC
KH11114,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KH11115,KRDG10,NFB,제주특별자치도,제주시,11RB,제주RDC
KH11116,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KH11118,KRD00L,AFA,서울특별시,은평구,11R2,평택RDC
KH11123,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
